InChIKey	SMILES	Name	Synonyms
NWECRSKQCPBSPW-UHFFFAOYSA-N	CNC(=O)c1ccc(c(c1)c2ccc3c(c2)CCCN3C(=O)c4c(cccc4Cl)F)Cl	4-chloro-3-[1-(2-chloro-6-fluorobenzoyl)-1,2,3,4-tetrahydroquinolin-6-yl]-N-methylbenzamide	
NVMQCZDBIJGVBJ-UHFFFAOYSA-N	CN(c1ccc(cc1OCC(F)(F)F)c2cc(ccc2Cl)C(=O)N)C(=O)c3c(cccc3Cl)F	6-chloro-4'-[(2-chloro-6-fluorobenzoyl)(methyl)amino]-3'-(2,2,2-trifluoroethoxy)biphenyl-3-carboxamide	
FYXCIBJXJYBWPX-UHFFFAOYSA-N	c1cc(cc(c1)F)c2ccc3c(cnc(c3n2)N)C(=O)NC4CN(C4)C(=O)C5CC5	8-amino-N-[1-(cyclopropylcarbonyl)azetidin-3-yl]-2-(3-fluorophenyl)-1,7-naphthyridine-5-carboxamide	GNE-495
MMAIBGHDBYQYDI-UHFFFAOYSA-N	c1coc2c1[nH]c(c2)C(=O)O	4H-furo[3,2-b]pyrrole-5-carboxylic acid	
MYYXDAYQWWIEQW-ZRDIBKRKSA-N	c1cc(cnc1)C\2=NCCC/C2=C\c3cccs3	(3E)-3-(thiophen-2-ylmethylidene)-3,4,5,6-tetrahydro-2,3'-bipyridine	2-thiophenylmethylene anabaseine
LCDAAPCYCXHGRV-UKTHLTGXSA-N	c1cc(cnc1)C\2=NCCC/C2=C\c3cc[nH]c3	(3E)-3-(1H-pyrrol-3-ylmethylidene)-3,4,5,6-tetrahydro-2,3'-bipyridine	3-pyrrolylmethylene anabaseine
WWNPAYUIEZTOAI-UHFFFAOYSA-N	c1ccc(c(c1)Cc2cc(c(c(c2)[N+](=O)[O-])O)C=O)Cl	5-(2-chlorobenzyl)-2-hydroxy-3-nitrobenzaldehyde	
RTAUGTZBLILHLD-VIZOYTHASA-N	c1cc(ccc1N/N=C/c2ccc(c(c2O)O)O)Cl	4-{(E)-[2-(4-chlorophenyl)hydrazinylidene]methyl}benzene-1,2,3-triol	
YKYONYBAUNKHLG-UHFFFAOYSA-N	CCCOC(=O)C	PROPYL ACETATE	
AKXSFRVADDCWTF-UHFFFAOYSA-L	C(CC(=O)NO)CP(=O)([O-])[O-]	N-HYDROXY-4-PHOSPHONO-BUTANAMIDE	
QZWPAMVDKNPIHV-RKDXNWHRSA-N	C[C@H](COC[C@@H](C)OCCOC)N	(2R)-1-[(2R)-2-(2-methoxyethoxy)propoxy]propan-2-amine	
MERNPSIIBFTCAI-UHFFFAOYSA-N	[H]/N=C(/N)\Nc1ccc(cc1)CC(=O)c2ccccc2	1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine	
DVOLWKZEIDCCES-UHFFFAOYSA-N	Cc1ccc(cc1)C(=O)N2CCC(CC2)Cc3ccccc3	N-(4-METHYLBENZOYL)-4-BENZYLPIPERIDINE	(4-BENZYLPIPERIDIN-1-YL)(P-TOLYL)METHANONE
VAHRPHLZONNTFF-NUISNXNRSA-N	[H]/N=C(/N)\NOCC[C@@H](C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)[C@H](CC(=O)NCCc1ccccc1)O)NC(=O)OCc2ccccc2	N-[(benzyloxy)carbonyl]-O-carbamimidamido-L-homoseryl-N-{(3S,4S)-3-hydroxy-6-methyl-1-oxo-1-[(2-phenylethyl)amino]heptan-4-yl}-L-valinamide	
HHPDVQLBYQFYFA-UHFFFAOYSA-N	Cc1c(c2c(cn1)COC2=O)O	7-hydroxy-6-methylfuro[3,4-c]pyridin-1(3H)-one	4-Pyridoxolactone
QDVBKXJMLILLLB-UHFFFAOYSA-N	C1CCN(CC1)C2CCNCC2	4-PIPERIDINO-PIPERIDINE	
RNRMWTCECDHNQU-WQLSENKSSA-N	CC(C)(C)/[N+](=C/c1cc[n+](cc1)[O-])/[O-]	alpha-(4-pyridyl-1-oxide)-N-tert-butylnitrone	4-POBN
FJEAIYBDDQAFGU-NRFANRHFSA-N	c1cc(cc(c1)[C@H](CCCNc2ccncc2)C(=O)O)c3cccc(c3)C(=N)N	(2S)-(3'-AMIDINO-3-BIPHENYL)-5-(4-PYRIDYLAMINO)PENTANOIC ACID	
VVZICJQTDYOKIN-TYVKFHQSSA-N	CCCC[C@@H]([C@@H](C(=O)N[C@H](C)c1ccccc1)O)NC(=O)O[C@@H]2CN(CC2(C)C)C(=O)Nc3c(noc3C)C	(3S)-1-{[(3,5-DIMETHYLISOXAZOL-4-YL)AMINO]CARBONYL}-4,4-DIMETHYLPYRROLIDIN-3-YL{(1S)-1-[1-HYDROXY-2-OXO-2-{[(1R)-1-PHENYLETHYL]AMINO}ETHYL]PENTYL}CARBAMATE	
UQURMDBHCKDEJS-VIFPVBQESA-N	CC(C)(CO[P@](=O)(O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O	4'-diphospho pantetheine	N~3~-[(2R)-2-hydroxy-4-{[(S)-hydroxy(phosphonooxy)phosphoryl]oxy}-3,3-dimethylbutanoyl]-N-(2-sulfanylethyl)-beta-alaninamide
JPQZDANYJXWKKH-UASGXTILSA-N	CCC[C@@H](O)O[C@H](COC(=O)CCC)CO[P@@](=O)(O)OC1[C@@H]([C@@H](C([C@@H]([C@H]1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O	(2R)-3-{[(S)-{[(2S,3R,5S,6S)-2,6-DIHYDROXY-3,4,5-TRIS(PHOSPHONOOXY)CYCLOHEXYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-(1-HYDROXYBUTOXY)PROPYL BUTYRATE	DIC4-PHOSPHATIDYLINOSITOL(3,4,5)TRISPHOSPHATE
OYEHPCDNVJXUIW-UHFFFAOYSA-N	[Pu+4]	PLUTONIUM ION	
PYSIAKZWZJNMNM-UHFFFAOYSA-N	CN1CCN(CC1)C2=Nc3cc(ccc3Nc4c2cc(cc4)F)F	2,8-difluoro-11-(4-methylpiperazin-1-yl)-5H-dibenzo[b,e][1,4]diazepine	
TWNIBLMWSKIRAT-VFUOTHLCSA-N	C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O	Levoglucosan	(1R,2S,3S,4R,5R)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol
ZQRNBXXBVMUYDO-UHFFFAOYSA-N	CC(C)(CO)N1C2=C(c3cccnc3N(C2=O)c4ccccc4)NC1=O	3-(1-hydroxy-2-methylpropan-2-yl)-5-phenyl-3,5-dihydro-1H-imidazo[4,5-c][1,8]naphthyridine-2,4-dione	
CCIACUJJBPSOHE-KRWDZBQOSA-N	c1c(cncc1OC[C@H](CC2=C3C=CCC=C3N=C2)N)C4=NCC5=NN=CC5=C4	(2S)-1-(6H-INDOL-3-YL)-3-{[5-(7H-PYRAZOLO[3,4-C]PYRIDIN-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	
RIKMMFOAQPJVMX-UHFFFAOYSA-N	Cc1c[nH]nc1	4-methyl-1H-pyrazole	
UUAAHYNWZKQZBM-UHFFFAOYSA-N	CC(C)Oc1cccc2c1C(=O)N(C2=O)CCC3=Nc4ccccc4C(=O)N3c5ccc(cc5)OC	2-{2-[3-(4-methoxyphenyl)-4-oxo-3,4-dihydroquinazolin-2-yl]ethyl}-4-(propan-2-yloxy)-1H-isoindole-1,3(2H)-dione	
WEIYXEFMCIRZHC-MWGWWEMPSA-N	CC(=CCn1c2cc(ccc2c3c1[C@@H](N4C(=O)[C@@H]5CCCN5C(=O)[C@@]4([C@H]3O)O)C=C(C)C)OC)C	fumitremorgen B	(5aR,6S,12S,14aS)-5a,6-dihydroxy-9-methoxy-11-(3-methylbut-2-en-1-yl)-12-(2-methylprop-1-en-1-yl)-1,2,3,5a,6,11,12,14a-octahydro-5H,14H-pyrrolo[1'',2'':4',5']pyrazino[1',2':1,6]pyrido[3,4-b]indole-5,14-dione
NUGMMEMSYIUTGA-YGRLFVJLSA-N	C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3c(s2)-c4c(cnc(n4)C(C)(C)C)CC3	(2S,3R)-N~1~-(8-tert-butyl-4,5-dihydro[1,3]thiazolo[4,5-h]quinazolin-2-yl)-3-methylpyrrolidine-1,2-dicarboxamide	
JGJWPIOGJPAGQE-KDURUIRLSA-N	CC(C)n1c(cc(n1)NC(=O)C)c2ccc(c(c2)N3C[C@H]4C[C@H]4C3)N(C)C(=O)c5c(cccc5Cl)F	N-{4-[3-(acetylamino)-1-(propan-2-yl)-1H-pyrazol-5-yl]-2-[(1R,5S)-3-azabicyclo[3.1.0]hex-3-yl]phenyl}-2-chloro-6-fluoro-N-methylbenzamide	
DASWEROEPLKSEI-UIJRFTGLSA-N	CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@H](C)[C@H](c2ccccc2)O)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC	N-methyl-L-valyl-N-[(3R,4S,5S)-1-{(2S)-2-[(1R,2R)-3-{[(1S,2R)-1-hydroxy-1-phenylpropan-2-yl]amino}-1-methoxy-2-methyl-3-oxopropyl]pyrrolidin-1-yl}-3-methoxy-5-methyl-1-oxoheptan-4-yl]-N-methyl-L-valinamide	
NLMJEHBWNOTMAI-SGIRGMQISA-N	COc1ccccc1OS(=O)(=O)[C@@H]2C[C@H]3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O	2-methoxyphenyl (1S,2R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2-sulfonate	
SEZQLUKRSCXGSM-SGIRGMQISA-N	Cc1ccccc1OS(=O)(=O)[C@@H]2CC3C(=C([C@@H]2O3)c4ccc(cc4)O)c5ccc(cc5)O	2-methylphenyl (1S,2R,4S)-5,6-bis(4-hydroxyphenyl)-7-oxabicyclo[2.2.1]hept-5-ene-2-sulfonate	
KZMSAJWZLCSCQP-UHFFFAOYSA-N	CC(C)Oc1cccc(c1)CN2CCC3(CC2)C(=NC(=O)N3c4cccc(c4)F)NC5CCCCC5	4-(cyclohexylamino)-1-(3-fluorophenyl)-8-[3-(propan-2-yloxy)benzyl]-1,3,8-triazaspiro[4.5]dec-3-en-2-one	
LFXGHNVCJJFHJJ-NQIIRXRSSA-N	CC[C@H](CCCCNC(=O)c1ccc(cc1)Nc2cnc3ccccc3n2)C(=O)N[C@@H](CC(=O)O)C=O	3-{2-ETHYL-6-[4-(QUINOXALIN-2-YLAMINO)-BENZOYLAMINO]-HEXANOYLAMINO}-4-OXO-BUTYRIC ACID	
PKGPGSWPKRHPKB-UHFFFAOYSA-N	CN(C)Cc1ccccc1c2ccc(cc2)N3CCc4c(n(nc4C(F)(F)F)c5cccc(c5)C(=O)N)C3=O	3-[6-{2'-[(DIMETHYLAMINO)METHYL]BIPHENYL-4-YL}-7-OXO-3-(TRIFLUOROMETHYL)-4,5,6,7-TETRAHYDRO-1H-PYRAZOLO[3,4-C]PYRIDIN-1-YL]BENZAMIDE	
GJCCGBZILLQLCV-NRFANRHFSA-N	C[C@@H](CN)Oc1cccc(c1)CN2CCC3(CC2)C(=NC(=O)N3c4cccc(c4)F)NC5CCCCC5	8-(3-{[(2S)-1-aminopropan-2-yl]oxy}benzyl)-4-(cyclohexylamino)-1-(3-fluorophenyl)-1,3,8-triazaspiro[4.5]dec-3-en-2-one	
DJXADPDNJXCWOH-UHFFFAOYSA-N	Cc1ccccc1c2[nH]c3c(n2)c(nc(n3)N)OCC4CCCCC4	6-(cyclohexylmethoxy)-8-(2-methylphenyl)-9H-purin-2-amine	
YNODVOARUZZRMG-CCLHPLFOSA-N	C[C@H]1C[C@]2(CCN1Cc3ccccc3)C(=NC(=O)N2c4cccc(c4)F)NC5CCCCC5	(5R,7S)-8-benzyl-4-(cyclohexylamino)-1-(3-fluorophenyl)-7-methyl-1,3,8-triazaspiro[4.5]dec-3-en-2-one	
KNVIUMWNYXDULF-UHFFFAOYSA-N	CN1c2cc(c(cc2N(C1=O)C)Oc3ccc(cc3)OC)NS(=O)(=O)c4ccc(c(c4)OC)OC	3,4-dimethoxy-N-[6-(4-methoxyphenoxy)-1,3-dimethyl-2-oxo-2,3-dihydro-1H-benzimidazol-5-yl]benzenesulfonamide	
BBIPVJCGIASXJB-PKTZIBPZSA-N	CN1C(=O)c2c(nn(c2Nc3ccccc3)Cc4ccc(cc4)c5cccc(n5)F)N6C1=N[C@H]7[C@@H]6CCC7	(11R,15S)-4-{[4-(6-fluoropyridin-2-yl)phenyl]methyl}-8-methyl-5-(phenylamino)-1,3,4,8,10-pentaazatetracyclo[7.6.0.02,6.011,15]pentadeca-2,5,9-trien-7-one	
ORLSJKGKUHETDK-UHFFFAOYSA-N	CC(=C)c1cccc(c1)C(C)(C)NC(=O)Nc2ccc(c(c2)C(=O)N(C)C)Cl	2-chloro-N,N-dimethyl-5-[({2-[3-(prop-1-en-2-yl)phenyl]propan-2-yl}carbamoyl)amino]benzamide	
RUYPIGFYJMPICK-QWHCGFSZSA-N	CC(C)C[C@@H](CP(=O)([C@H](c1ccccc1)N)O)C(=O)O	(2R)-2-{[(R)-[(R)-amino(phenyl)methyl](hydroxy)phosphoryl]methyl}-4-methylpentanoic acid	
CWRDTPRXLNGSCO-ZFBKRPMSSA-N	C[C@H]1C[C@@H]([C@@H]([C@@H](C=C([C@H]([C@H](/C=C/C=C(C(=O)NC2=C(C(=O)C(=C(C1)C2=O)OC)C)C)OC)OC(=O)N)C)C)O)OC	[(3R,5S,6R,7R,10R,11S,12E)-5,11,21-trimethoxy-3,7,9,15,19-pentamethyl-6-oxidanyl-16,20,22-tris(oxidanylidene)-17-azabicyclo[16.3.1]docosa-1(21),8,12,14,18-pentaen-10-yl] carbamate	
LZZXDGTUENOCKF-UHFFFAOYSA-N	c1(c(c(c(c(c1Br)OO)Br)OO)Br)N	5-amino-2,4,6-tribromobenzene-1,3-diyl dihydroperoxide	
YOEAQWYCBDUGQE-UHFFFAOYSA-N	c1ccc2c(c1)[nH]c(n2)N3c4ccc(cc4NC3=O)O	5-hydroxy-1'H-1,2'-bibenzimidazol-2(3H)-one	
JNBFHHNJEVTWBO-YRNVUSSQSA-N	Cn1cncc1/C=C/2\CCN=C2c3cccnc3	3-{(4E)-4-[(1-methyl-1H-imidazol-5-yl)methylidene]-3,4-dihydro-2H-pyrrol-5-yl}pyridine	
WQFRHSPASBOZIT-UHFFFAOYSA-N	CC(C)NC(=O)n1c(nc(n1)N)Nc2ccc(cc2)Cl	3-amino-5-[(4-chlorophenyl)amino]-N-(propan-2-yl)-1H-1,2,4-triazole-1-carboxamide	
BRGMHAYQAZFZDJ-FMDGEEDCSA-N	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)COP(=O)(O)O)O)O	beta-N-acetylglucosamine-6-phosphate	
ZLOKMYYNNUNJBU-NSHDSACASA-N	C[C@@H](c1ccccc1)NC(=O)n2c(nc(n2)N)Nc3ccc(cc3)Cl	3-amino-5-[(4-chlorophenyl)amino]-N-[(1S)-1-phenylethyl]-1H-1,2,4-triazole-1-carboxamide	
HSFMSVIZAIBADX-UHFFFAOYSA-N	Cc1cc(ccc1Cl)Nc2nc(nn2C(=O)NC(C)C)N	3-amino-5-[(4-chloro-3-methylphenyl)amino]-N-(propan-2-yl)-1H-1,2,4-triazole-1-carboxamide	
XHMJOUIAFHJHBW-QZABAPFNSA-N	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)OP(=O)(O)O	beta-glucosamine-6-phosphate	
FLPJNPHNEKGCBD-UHFFFAOYSA-N	COc1cccc(c1)c2cc(c(c(c2)F)NC(=O)Nc3cncs3)F	1-(3,5-difluoro-3'-methoxybiphenyl-4-yl)-3-(1,3-thiazol-5-yl)urea	
MTWLPOVQRMKOLI-IIFHDYRKSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/CC\C=C\CC(=O)CCC(=O)O	(6E,10Z,13Z,16Z,19Z)-4-oxodocosa-6,10,13,16,19-pentaenoic acid	4-OXODOCOSAHEXAENOIC ACID
BKHPSAUTHKIVAK-OTBUILFPSA-N	Cc1c(c(c(cn1)COP(=O)(O)O)/C=N/[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)NC(=O)C)OP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)C)O	[(2R,3R,4R,5S,6R)-3-acetamido-6-methyl-5-[(E)-[2-methyl-3-oxidanyl-5-(phosphonooxymethyl)pyridin-4-yl]methylideneamino]-4-oxidanyl-oxan-2-yl] [[(2R,3S,4R,5R)-5-[2,4-bis(oxidanylidene)pyrimidin-1-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] hydrogen phosphate	
KKZYGUVAFJCULH-CYBMUJFWSA-N	CC[C@H](CO)Nc1ccc2ncc(n2n1)c3ccc(cc3)C(=O)O	4-(6-{[(1R)-1-(hydroxymethyl)propyl]amino}imidazo[1,2-b]pyridazin-3-yl)benzoic acid	
FPNBGOOGFIKSDR-CYBMUJFWSA-N	c1cc(nc2c1nc([nH]2)NCCCN[C@@H]3CCNc4c3cc(cc4Cl)Cl)F	N-[(4R)-6,8-dichloro-1,2,3,4-tetrahydroquinolin-4-yl]-N'-(5-fluoro-3H-imidazo[4,5-b]pyridin-2-yl)propane-1,3-diamine	
YWDBMYZFLWAEHC-CYBMUJFWSA-N	c1cc(nc2c1[nH]c(n2)NCCCN[C@@H]3CCOc4c3cc(cc4Cl)Cl)F	N-[(4R)-6,8-dichloro-3,4-dihydro-2H-chromen-4-yl]-N'-(5-fluoro-1H-imidazo[4,5-b]pyridin-2-yl)propane-1,3-diamine	
PVNIQBQSYATKKL-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	Tripalmitoylglycerol	propane-1,2,3-triyl trihexadecanoate
URLYREZIPSJJQU-UHFFFAOYSA-N	c1ccc(cc1)OCc2cccc(c2)C(=O)O	3-(phenoxymethyl)benzoic acid	
ZJQWORQRPDYKRS-KGQWDEOMSA-N	CCc1ccc(cc1)/N=C\2/N(C(=O)/C(=C/c3ccnc(c3)Nc4ccc(cn4)C(=O)O)/S2)C	6-({4-[(Z)-{(2Z)-2-[(4-ethylphenyl)imino]-3-methyl-4-oxo-1,3-thiazolidin-5-ylidene}methyl]pyridin-2-yl}amino)pyridine-3-carboxylic acid	
WWPZBBQLQAEXGE-ZMSDRGEISA-N	CCc1ccc(cc1)/N=C\2/N(C(=O)/C(=C/c3ccnc(c3)Nc4ccc(cc4)c5[nH]nnn5)/S2)C	(2Z,5Z)-2-[(4-ethylphenyl)imino]-3-methyl-5-[(2-{[4-(1H-tetrazol-5-yl)phenyl]amino}pyridin-4-yl)methylidene]-1,3-thiazolidin-4-one	
QOSIRQNYWJNZFB-WGLQCKHLSA-N	CC[C@H](C)[C@@H](C(=O)NC(C)(C)C)NC(=O)C[C@H]1C(=O)N([C@H](C(=O)N1)CNC(=O)[C@H](CC(=O)O)N)Cc2ccccc2	N-{[(2S,5S)-1-benzyl-5-(2-{[(2S,3S)-1-(tert-butylamino)-3-methyl-1-oxopentan-2-yl]amino}-2-oxoethyl)-3,6-dioxopiperazin-2-yl]methyl}-L-alpha-asparagine	
NNYRUSJDMFVRJF-JHRGVAJVSA-N	CCc1ccc(cc1)/N=C\2/N(C(=O)/C(=C/c3ccncc3)/S2)CCOC	(2Z,5Z)-2-[(4-ethylphenyl)imino]-3-(2-methoxyethyl)-5-(pyridin-4-ylmethylidene)-1,3-thiazolidin-4-one	
WHJDPLYTLYNDOF-NSHDSACASA-N	C[C@@H](CNCc1cc(cc(c1)Cl)Cl)CNc2[nH]c3cccnc3n2	(2S)-N-(3,5-dichlorobenzyl)-N'-(1H-imidazo[4,5-b]pyridin-2-yl)-2-methylpropane-1,3-diamine	
MEIIHMGWEAIZIU-UHFFFAOYSA-N	c1cc2c(nc1)nc([nH]2)NCC(CNCc3cc(cc(c3)Cl)Cl)(F)F	N-(3,5-dichlorobenzyl)-2,2-difluoro-N'-(1H-imidazo[4,5-b]pyridin-2-yl)propane-1,3-diamine	
JOBYCWUVGFAKEK-UHFFFAOYSA-N	c1cc2c(nc1)nc([nH]2)NCCCNCc3cc(cc(c3)Cl)Cl	N-(3,5-dichlorobenzyl)-N'-(1H-imidazo[4,5-b]pyridin-2-yl)propane-1,3-diamine	
PLEWLGWDDKXXIA-UHFFFAOYSA-N	c1cc(nc2c1[nH]c(n2)NCCCNCc3cc(cc(c3)Cl)Cl)F	N-(3,5-dichlorobenzyl)-N'-(5-fluoro-1H-imidazo[4,5-b]pyridin-2-yl)propane-1,3-diamine	
ABZAHDFZCAECDK-IIICIJGYSA-N	CCCC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O	trehalose mono-butyrate	6-O-butanoyl-alpha-D-glucopyranosyl alpha-D-glucopyranoside
CMKPKOVJKYIZNW-DHTHFVMWSA-N	CN1C(=O)C2=C3CCN(C(=O)C3=C(C(=O)N2[C@]14CC[C@H]5[C@@]4(C5)CO)O)Cc6ccc(c(c6)Cl)F	(1R,2S,5R)-8'-(3-chloro-4-fluorobenzyl)-6'-hydroxy-1-(hydroxymethyl)-2'-methyl-9',10'-dihydro-2'H-spiro[bicyclo[3.1.0]hexane-2,3'-imidazo[5,1-a][2,6]naphthyridine]-1',5',7'(8'H)-trione	
FCYPWSQPDXUBPV-UHFFFAOYSA-N	c1ccc2c(c1)c(c(nn2)C(=O)N)N	4-aminocinnoline-3-carboxamide	
YHEHDRMGAHEUOQ-UHFFFAOYSA-N	Cc1ccncc1c2cccc3c2nnc(c3N)C(=O)N	4-amino-8-(4-methylpyridin-3-yl)cinnoline-3-carboxamide	
SZAFVQHJBWFBIQ-RNFRBKRXSA-N	C1CC[C@@H]2[C@H](C1)CSC(=N2)N	(4aS,8aR)-4a,5,6,7,8,8a-hexahydro-4H-3,1-benzothiazin-2-amine	
SLYXQQNGVHPIRQ-CFAJVAMVSA-N	c1cc(cc(c1)Cl)C(=O)N[C@H]2CC[C@]34COC[C@H]([C@H]3C2)SC(=N4)N	N-[(4S,4aS,6S,8aR)-10-aminohexahydro-3H-4,8a-(epithiomethenoazeno)isochromen-6(1H)-yl]-3-chlorobenzamide	
XDMHBNONUZHFDP-JQFCIGGWSA-N	c1cc(cc(c1)Cl)C(=O)N[C@H]2CC[C@]34COC[C@@]3(C2)CSC(=N4)N	N-[(4aS,6S,8aR)-2-amino-5,6,7,8-tetrahydro-4a,8a-(methanooxymethano)-3,1-benzothiazin-6(4H)-yl]-3-chlorobenzamide	
TUSBLKXHGGIFCU-KGYLQXTDSA-N	c1cc(cc(c1)Cl)C(=O)N[C@H]2CC[C@@H]3[C@H](C2)CSC(=N3)N	N-[(4aS,6S,8aR)-2-amino-4a,5,6,7,8,8a-hexahydro-4H-3,1-benzothiazin-6-yl]-3-chlorobenzamide	
SJELSRWZDPHJDW-KWHDUCOQSA-N	c1c(nnn1[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O)COCC(COCc4cn(nn4)[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O)O)O)(COCc7cn(nn7)[C@@H]8[C@@H]([C@@H]([C@H]([C@H](O8)CO)O[C@H]9[C@H]([C@H]([C@H]([C@H](O9)CO)O)O)O)O)O)N	DENDRON D2-1	
HIFONLZQROGEJE-PREXVCJDSA-N	CCCNc1ncc(c(n1)N[C@@H]2C[C@@H]([C@H]([C@H]2O)O)CO)c3nc4ccccc4s3	(1R,2S,3R,5R)-3-{[5-(1,3-benzothiazol-2-yl)-2-(propylamino)pyrimidin-4-yl]amino}-5-(hydroxymethyl)cyclopentane-1,2-diol	
FXWUDZUPMZEZQL-NRXFTUCASA-N	c1ccc2c(c1)nc(s2)C3=C(N=C(NC3=O)NC4CC4)N[C@@H]5C[C@@H]([C@H]([C@H]5O)O)CO	5-(1,3-benzothiazol-2-yl)-2-(cyclopropylamino)-6-{[(1R,2S,3R,4R)-2,3-dihydroxy-4-(hydroxymethyl)cyclopentyl]amino}pyrimidin-4(3H)-one	
FWVSQXVRLKRCRX-CYBMUJFWSA-N	c1ccc2c(c1)nc(s2)C3=C(N=C(NC3=O)N4CCOCC4)N[C@@H]5CCCNC5	5-(1,3-benzothiazol-2-yl)-2-(morpholin-4-yl)-6-[(3R)-piperidin-3-ylamino]pyrimidin-4(3H)-one	
GVWXWAOQVXYEQC-UHFFFAOYSA-N	c1cc(ccc1C(=O)NCC(=O)O)NC(=O)c2cc(c([nH]2)Br)Br	N-(4-{[(4,5-dibromo-1H-pyrrol-2-yl)carbonyl]amino}benzoyl)glycine	
ZBOFNSYOCJATLZ-UHFFFAOYSA-O	CCCCCCCCCCCCCCCCCCOP(=O)(CCCN=[N+]=N)O	1-{3-[(R)-hydroxy(octadecyloxy)phosphoryl]propyl}triaza-1,2-dien-2-ium	octadecyl hydrogen (R)-(3-azidopropyl)phosphonate
PTGPKEUQHUZVQH-JTQLQIEISA-N	CC(C)(C)OC(=O)N[C@@H](c1ccc(cc1)Br)C(=O)NO	tert-butyl [(1S)-1-(4-bromophenyl)-2-(hydroxyamino)-2-oxoethyl]carbamate	
BENZKHKGKDQWFM-INIZCTEOSA-N	CC(C)(C)OC(=O)N[C@@H](c1ccc(cc1)c2ccccc2)C(=O)NO	tert-butyl [(1S)-1-(biphenyl-4-yl)-2-(hydroxyamino)-2-oxoethyl]carbamate	
KNVUNNKRDYNEOP-XLTHYULKSA-N	c1ccc(cc1)[C@@H](CCN)C(=O)N/N=C/c2ccc(c(c2)Br)O	(2R)-4-amino-N'-[(1E)-(3-bromo-4-hydroxyphenyl)methylidene]-2-phenylbutanehydrazide	
NMFITULDMUZCQD-UHFFFAOYSA-N	C(C#N)C(CC#N)O	3-hydroxypentanedinitrile	
JZNVWORYNPPJSO-UHFFFAOYSA-N	c1ccc(cc1)CNC(=O)c2c3c(sc2NC(=O)CN4CCOCC4)CCCC3	N-benzyl-2-[(morpholin-4-ylacetyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide	
CNTMOLDWXSVYKD-ZUOPOVGWSA-N	CC(C)[C@@H](/C=C(/C)\C(=O)O)N(C)C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)c1ccccc1)NC	N,beta,beta-trimethyl-L-phenylalanyl-N-[(3S,4Z)-5-carboxy-2-methylhex-4-en-3-yl]-N,3-dimethyl-L-valinamide	
CXVCSRUYMINUSF-UHFFFAOYSA-N	[S-][Mo](=S)(=S)[S-]	TETRATHIOMOLYBDATE	
CXIJBWKOZIQDPV-VHPHOLNESA-N	CC(=O)OC[C@H]1[C@H](C([C@H]([C@@H](O1)S(=O)(=O)NCCCCCOS(=O)(=O)N)OC(=O)C)OC(=O)C)OC(=O)C	(6S)-1,3,4,5-tetra-O-acetyl-2,6-anhydro-6-{[5-(sulfamoyloxy)pentyl]sulfamoyl}-L-altritol	
UCAGLBKTLXCODC-UHFFFAOYSA-N	c1cc(ccc1C(=O)O)S(=O)(=O)N	4-sulfamoylbenzoic acid	
